,name,region,address,phone
695,대전목동점,대전,대전 중구 동서대로 1387-6(목동) ,042-224-4222
696,청천점,인천,인천 부평구 세월천로 63(산곡동),032-517-4731
697,안동옥동점,경북,경북 안동시 경북대로 423 ,054-859-8977
698,밀양중앙점,경남,경남 밀양시 약산로 54-1,055-356-6633
699,순천오천점,전남,전남 순천시 오천3길 36,061-725-6000
700,청라1호점,인천,인천 서구 중봉대로612번길 10-17(청라동) ,032-561-1447
701,평택청북점,경기,경기 평택시 청북읍 안청로2길 33-36,031-682-8084
702,울산과학대,울산,울산 남구 대학로37번길 12(무거동),052-249-4292
703,중문점,제주,제주 서귀포시 중문상로 27(중문동) ,064-738-8299
704,성건점,경북,경북 경주시 동대로 18(성건동),054-748-8777
705,울진죽변점,경북,경북 울진군 죽변면 죽변북로 47-6,054-783-9688
706,장항점,충남,충남 서천군 장항읍 장항로145번길 12,041-956-4288
707,전주평화점,전북,전북 전주시 완산구 소대배기로 17(평화동2가) ,063-229-3122
708,광주문흥점,광주,광주 북구 대천로 140-8(문흥동) ,062-265-0082
709,양산석계점,경남,경상남도 양산시 상북면 반회서6길 2 ,055-374-0401
710,외동입실점,경북,경북 경주시 외동읍 입실로 72,054-777-5002
711,제천신백점,충북,충북 제천시 의병대로 245(신백동) ,043-648-9588
712,과천점,경기,경기 과천시 중앙로 131(중앙동) ,02-502-0042
713,신원마을점,경기,경기 고양시 덕양구 신원로 36,02-371-3202
714,안지랑역점,대구,대구 남구 대명로 144-1,053-629-6200
715,북부정류장점,대구,대구 서구 서대구로 302,053-353-7982
716,창원감계점,경남,경남 창원시 의창구 북면 감계로110번길 54-31,055-299-1649
717,천안두정역점,충남,충남 천안시 서북구 두정로 230,041-556-9288
718,덕소점,경기,경기도 남양주시 와부읍 덕소로 116,031-576-9783
719,청주가경점,충북,충북 청주시 흥덕구 서부로 1307(가경동) 미젼빌딩 104. 105,043-233-0993
720,제천하소점,충북,충북 제천시 용두대로 15길 18-1,043-647-9688
721,안산초지점,경기,경기 안산시 단원구 광덕1로 56,031-402-2037
722,용인단대점,경기,경기도 용인시 수지구 죽전로144번길 12-1,031-898-2002
723,봉덕점,대구,대구 남구 효성로 52,053-475-5666
724,대구진천점,대구,"대구 달서구 진천로 78, 1층102호",053-382-8585
725,충무공점,경남,경남 진주시 충의로 20-17(충무공동) ,055-752-4090
726,한양대점,서울,서울 성동구 마조로 31(행당동) ,02-2291-8982
727,서일대점,서울,서울 중랑구 용마산로 408(면목동) ,02-491-9600
728,범어사역점,부산,부산 금정구 중앙대로 2102,051-581-3121
729,전주객사점,전북,전북 전주시 완산구 팔달로 187-1(경원동1가) ,063-288-0085
730,동명대점,부산,부산 남구 신선로 428(동명대 가온누리관),051-466-7245
731,만촌메트로점,대구,대구 수성구 화랑로 74(만촌동) ,053-755-3393
732,고령점,경북,경북 고령군 대가야읍 우륵로 16-1,054-955-9933
733,군산수송점,전북,전북 군산시 수송6길 3(수송동) ,063-461-7780
734,진량중앙점,경북,경북 경산시 진량읍 공단로 469 ,053-852-3572
735,무안읍점,전남,전남 무안군 무안읍 불무로 38-3 ,061-454-2700
736,아산배방점,충남,충남 아산시 배방읍 배방로 181 ,041-546-9288
737,신대부적점,경북,경북 경산시 압량면 압독2로1길 38 ,053-817-7989
738,양산증산이마트점,경남,경남 양산시 물금읍 야리로 45,055-367-8498
739,광주동천점,광주,광주 서구 유림로 100,062-524-0077
740,조치원역점,세종시,세종시 조치원읍 으뜸길 226,044-862-3535
741,인천관교점,인천,인천 남동구 문화서로4번길 2,032-424-7888
742,음성혁신도시점,충북,충북 음성군 맹동면 대하로 273,043-881-6467
743,대전둔산점,대전,대전 서구 문예로 37(둔산동) ,042-472-9982
744,삼풍계양점,경북,경북 경산시 삼풍로 4(삼풍동) ,053-801-0045
745,강릉대학로점,강원,강원 강릉시 신대학길 32(금학동) ,033-647-0855
746,천안불당점,충남,충남 천안시 서북구 검은들3길 46(불당동) ,041-553-9288
747,울산진하점,울산,울산 울주군 서생면 진하해변길 66,052-239-2885
748,보령2호점,충남,충남 보령시 중앙로 64(대천동) ,041-933-0980
749,안동삼산점,경북,경북 안동시 서동문로 174-8,054-855-8978
750,포항흥해점,경북,경북 포항시 북구 흥해읍 흥해로 29 ,054-614-5882
751,대구화원점,대구,대구 달성군 화원읍 비슬로 2583 ,053-643-1212
752,안산중앙역점,경기,경기 안산시 단원구 고잔2길 38(고잔동) ,031-411-4561
753,수성시장점,대구,대구 수성구 들안로 275-1(수성동2가) ,053-741-3777
754,충북증평점,충북,충북 증평군 증평읍 중앙로 197번지 1호,043-838-6400
755,동의대지천관점,부산,부산 부산진구 엄광로 176 동의대지천관 1층,051-898-4203
756,대구중동점,대구,대구 수성구 수성로 214(중동) ,053-763-5242
757,일산탄현점,경기,경기 고양시 일산서구 일현로 48(탄현동) ,031-919-7877
758,옥산점,경북,경북 경산시 성암로 45(옥산동) ,053-812-2131
759,전곡점,경기,경기 연천군 전곡읍 전곡로 152,031-835-7750
760,영선점,부산,부산 영도구 남항로 49번길 43,051-412-2088
761,덕두점,부산,부산 강서구 공항로 811번가길 51(대저2동 1991-1),051-971-8963
762,반월당점,대구,"대구 중구 중앙대로67길 10(남산동, 반월당삼정그린코아아파트)",053-428-7555
763,평택역점,경기,경기 평택시 중앙2로 8(평택동) ,031-654-7756
764,당하점,인천,인천 서구 청마로167번길 7(당하동) ,032-563-3398
765,동양점,인천,인천 계양구 당미1길 26(동양동) ,032-556-0010
766,전주인후점,전북,전북 전주시 덕진구 건산로 246(인후동1가) ,063-242-4909
767,부개일신점,인천,인천 부평구 동수로 180-1(부개동),032-228-0606
768,문막점,강원,강원 원주시 문막읍 왕건로 48 ,033-735-6084
769,수원북문점,경기,경기 수원시 장안구 정조로 917(영화동) ,031-251-7666
770,대구장기점,대구,대구 달서구 장기로 243(장기동) ,053-521-7377
771,부산대청점,부산,부산 중구 대청로 94,051-245-1836
772,대전유성점,대전,대전 유성구 계룡로 84(봉명동) ,042-361-1101
773,포천신읍점,경기,경기 포천시 구절초로 14-1(신읍동 27-25),031-535-9214
774,통영점,경남,광주 통영시 안개로 4(북신동) ,055-641-1333
775,행신햇빛마을점,경기,경기 고양시 덕양구 충장로 134(행신동 943-1),031-938-1446
776,백운역점,인천,인천 부평구 경원대로 1274(부평동) ,032-236-1006
777,대곡도원점,대구,대구 달서구 한실로 67,053-631-3200
778,원당어울림점,경기,경기 고양시 덕양구 고양대로 1384번길 7-5,031-967-8982
779,인제신남점,강원,강원 인제군 남면 신남로 58번길 21,033-462-8657
780,당진합덕점,충남,충남 당진시 합덕읍 합우로 134-1 ,041-363-9288
781,여천에코하이츠점,울산,울산 남구 산업로339번길 38-28(선암동),052-265-2669
782,식사점,경기,경기 고양시 일산동구 위시티2로 11번길 11,031-963-7277
783,대전문창점,대전,대전 중구 대종로 302(문창동) ,042-272-6686
784,양산물금점,경남,경남 양산시 물금읍 황산로 709,055-388-5590
785,울진점,경북,경북 울진군 울진읍 연호로 12,054-781-9288
786,일산동점,경기,경기 고양시 일산서구 산현로 92번길 60,031-917-9282
787,구남역점,부산,부산 북구 백양대로 1018,051-332-0519
788,인천신현점,인천,인천 서구 가정로 359(신현동) ,032-578-0001
789,청라호수공원점,인천,인천 서구 옥빛로7번안길 7,032-561-9920
790,백양점,부산,부산 사상구 백양대로 502,051-311-4774
791,진천읍내점,충북,충북 진천군 진천읍 상산로 84 ,043-533-7771
792,대명계대점,대구,대구 남구 현충로 266(대명동) ,053-654-7771
793,삼례우석대점,전북,전북 완주군 삼례읍 삼례로 422 ,063-291-2912
794,부천원미점,경기,경기 부천시 원미로 126(원미동) ,032-662-4279
795,울산대왕암점,울산,울산 동구 등대로 99 대왕암상가,052-234-3250
796,수원성균관대점,경기,경기 수원시 장안구 서부로 2128(율전동) ,031-298-8305
797,중동현대점,경기,경기 부천시 소향로 127(중동) ,032-321-3929
798,용인송담대점,경기,경기 용인시 처인구 마평동 동부로 61,*특수매장으로 일반전화가 없습니다
799,대구강남약국점,대구,대구 동구 신암로 96,053-944-0606
800,부천송내역점,경기,경기 부천시 송내대로 35(송내동) ,032-655-0223
801,만수역점,인천,인천 남동구 구월로 364(만수동) ,032-465-8474
802,양산통도사점,경남,경상남도 양산시 하북면 신평7길,055-383-0335
803,경북백천점,경북,경북 경산시 경청로 1105,053-817-9277
804,명일점,서울,서울 강동구 구천면로 428,02-426-1233
805,포천운천점,경기,경기 포천시 영북면 운천리 운천로 22,031-533-2262
806,청주분평점,충북,충북 청주시 서원구 1순환로1107번길 17(분평동) ,043-902-4107
807,양산석산점,경남,경남 양산시 동면 금오 13길 4(석산리 1457-1),055-382-7272
808,송도글로벌캠퍼스점,인천,"인천 연수구 송도문화로28번길 28(송도동, 송도글로벌캠퍼스푸르지오) 203-103",032-814-8488
809,여수엑스포점,전남,전남 여수시 박람회길 1,061-666-9555
810,김포장기점,경기,경기 김포시 김포한강1로51번길 36(장기동) ,031-985-6663
811,남원도통점,전북,전북 남원시 용성로 215(도통동) ,063-635-4292
812,도농점,경기,경기 남양주시 도농로 29,031-553-8853
813,관산점,경기,경기 고양시 덕양구 통일로 760,031-963-9005
814,간석점,인천,인천 남동구 남동대로 881(간석동) ,032-439-9955
815,대구이곡점,대구,대구 달서구 이곡공원로1길 81(이곡동) ,053-583-7982
816,대구동호점,대구,대구 동구 동호로 75,053-956-9772
817,정관모전점,부산,부산 기장군 정관읍 모전1길 6-37,051-728-2585
818,중산마을점,경기,경기 고양시 일산동구 탄중로 324,031-976-6320
819,청주율량점,충북,충북 청주시 청원구 율봉로 224,043-214-7402
820,인제서화점,강원,강원 인제군 서화면 서화길 4-7,033-463-9279
821,철원동송점,강원,강원 철원군 동송읍 이평2로 14,033-455-8884
822,통영죽림점,경남,광주 통영시 광도면 죽림1로 17-37 ,055-642-5456
823,대구서부터미널점,대구,"대구 달서구 월배로 497, 1~2동 (송현동)",053-475-4242
824,신정푸르지오점,울산,울산 남구 중앙로 290(신정동) ,052-258-8007
825,장유롯데마트점,경남,경남 김해시 삼문로 15,055-311-0519
826,부산역점,부산,부산 동구 중앙대로 207(초량동) ,051-442-2347
827,면목점,서울,서울 중랑구 면목로 306(면목동) ,02-432-9692
828,부안읍점,전북,"전북 부안군 부안읍 석정로 227, 2층",063-581-4282
829,부송어양점,전북,전북 익산시 부송1로 74(부송동) ,063-833-0110
830,대구월배점,대구,대구 달서구 상원로 103(진천동) ,053-634-0303
831,대구금호점,대구,"대구 북구 한강로 55(사수동, 대구금호엘에이치천년나무1단지) 104-105",053-321-6665
832,포항문덕점,경북,경북 포항시 남구 오천읍 원동로 102-1,054-293-4244
833,전주호성점,전북,전북 전주시 덕진구 호성3길 12(호성동1가) ,063-243-9288
834,대전월평점,대전,대전 서구 월평동 청사서로 40,042-471-9939
835,영주중앙점,경북,경북 영주시 구성로 345(영주동) ,054-634-9002
836,창녕점,경남,경남 창녕군 창녕읍 종로 50,055-533-5336
837,천안쌍용3동점,충남,충남 천안시 서북구 쌍용8길 2(쌍용동) ,041-575-9588
838,운정2호점,경기,경기 파주시 미래로 602번길 35,031-943-8008
839,삼척대학로점,강원,강원 삼척시 진주로 39,033-574-5000
840,부산가야역점,부산,부산 부산진구 가야대로 613,051-892-5277
841,인천서구청점,인천,인천 서구 탁옥로51번길 2(심곡동) ,032-568-1191
842,문산당동점,경기,경기 파주시 문산읍 방촌로 1733,031-952-4100
843,전남화순점,전남,전남 화순군 화순읍 광덕로 193-1 ,061-375-8592
844,강릉교동점,강원,강원도 강릉시 교동 솔올로 79,033-653-8899
845,알펜시아점,강원,강원 평창군 대관령면 솔봉로 325 오션700,
846,인천검암점,인천,인천 서구 승학로 515(검암동) ,032-562-8488
847,울산신천점(매곡신천점),울산,울산 북구 매곡1로 46(매곡동) ,052-292-5567
848,산본점,경기,경기 군포시 광정로 68(산본동) 2층,031-393-8009
849,달동월드메르디앙점(구신정1호점),울산,울산 남구 신정로 75,052-227-1252
850,고양서정마을점,경기,경기도 고양시 덕양구 서정마을1로 20-10 1층(행신동 1079-2),031-971-8399
851,양산남부시장점,경남,경상남도 양산시 북안남4길 7-37(북부동) ,055-363-4777
852,경주충효점,경북,경북 경주시 충효녹지길 34,054-743-8884
853,수원매탄점,경기,경기 수원시 영통구 인계로 255-1(매탄동) ,031-217-8868
854,간석만월산점,인천,"인천 남동구 호구포로 917(간석동), 2층",032-441-7942
855,김포운양점,경기,"경기 김포시 김포한강11로 288-19(운양동), 108호",031-982-9273
856,경북사동점,경북,경북 경산시 백자로53(사동),053-801-1421
857,금릉역점,경기,"경기 파주시 금빛로 24-18, 거성프라자 202호, 203호",031-948-1011
858,원주무실점,강원,"강원 원주시 능라동길 63(무실동), 201호",033-732-5592
859,구미신평점,경북,경북 구미시 신비로 19(신평동) ,054-463-7788
860,익산모현점,전북,전북 익산시 고현로 96(모현동1가) ,063-851-4898
861,대구동대구점,대구,대구 동구 동부로22길 8(신천동) ,053-755-3357
862,대구두류점,대구,대구 달서구 달구벌대로 1728(두류동) ,053-213-9942
863,부산연지점,부산,"부산 부산진구 새싹로 177, 상가 106동 107호",051-808-1567
864,부산장림점,부산,부산 사하구 다대로 247(장림동 산 29-4),051-263-2800
865,전남과학대점,전남,전남 곡성군 옥과면 대학로 114 ,061-363-0027
866,금호점,서울,서울 성동구 독서당로 296-1(금호동4가) ,02-2292-5002
867,구미형곡점,경북,경북 구미시 신시로7길 29(형곡동) ,054-457-1882
868,울산천곡점,울산,울산 북구 아진로 80(상안동) ,052-297-9992
869,구미선산점,경북,경북 구미시 선산읍 선산중앙로 95 ,054-481-4900
870,안양1번가점,경기,경기 안양시 만안구 안양로 304번길 4,031-464-3338
871,대구경일대점,경북,"경북 경산시 하양읍 가마실길 46, 2층",053-816-4242
872,대구성당점,대구,대구 달서구 당산로 118(성당동) ,053-655-8582
873,제주중앙로점,제주,제주 제주시 중앙로 60 중앙지하상가 127호,064-755-4882
874,고대타이거프라자점,서울,서울 성북구 안암로 145 타이거프라자 1층,02-926-2622
875,여수전남대점(구여수미평점),전남,"전남 여수시 대학로 31(미평동), 2층",061-655-3111
876,세븐밸리점,대구,대구 북구 동암로 90(동천동) ,053-326-9797
877,인천가좌점,인천,"인천 서구 건지로 402, 가좌한신휴플러스 상가 403동 105호",032-577-4731
878,주안신기점,인천,"인천 미추홀구 신기길 1, 2층",032-861-0979
879,가평읍점(구가평점),경기,경기 가평군 가평읍 가평제방길 129 ,031-581-5556
880,부산신호점,부산,부산 강서구 신호산단2로 21 (신호동215),051-941-6788
881,양산북정동점,경남,경상남도 양산시 북정로 19(북정동) ,055-387-7772
882,제주대정점,제주,제주 서귀포시 대정읍 상모로 302,064-792-9299
883,대전은행동점,대전,대전시 중구 대종로 480번길 40,042-222-9288
884,천안백석동점,충남,충남 천안시 서북구 한들3로 78-3(백석동) ,041-566-9288
885,홍성대학로점,충남,충남 홍성군 홍성읍 대학길 49 ,041-632-0245
886,제천세명대점,충북,충북 제천시 세명로 47(모산동) ,043-644-8824
887,금오공대점,경북,경북 구미시 대학로 52,054-476-9958
888,곡성읍점,전남,전남 곡성군 곡성읍 군청로 51,061-362-3377
889,부산명장점,부산,부산 동래구 반송로 271(명장동) ,051-526-2221
890,한국영상대점,세종시,세종시 장군면 대학길 242(금암리 192),휴점 중
891,대구대현점,대구,대구 북구 경대로7길 36(대현동) ,053-955-4242
892,대구용산점,대구,대구 달서구 용산로 230(용산동) ,053-564-4243
893,해운대해수욕장점,부산,부산 해운대구 구남로 26-1(우동) ,051-892-9233
894,창녕남지점,경남,광주 창녕군 남지읍 동포로 47 ,055-521-3369
895,인천옥련점,인천,인천 연수구 독배로 53 영인빌딩 2층,032-834-8255
896,고양풍동점,경기,경기도 고양시 일산동구 숲속마을 1로77(풍동 1274),031-905-9555
897,충대중문점,충북,충북 청주시 서원구 내수동로102번길 36(사창동),043-265-9770
898,고양동점,경기,경기도 고양시 덕양구 혜음로 27(고양동 226),031-938-9724
899,부산금정체육공원점,부산,부산광역시 금정구 체육공원로 399번길 324(두구동),051-508-9195
900,하남신장점,경기,경기 하남시 신장로 119-2(신장동) ,031-819-1004
901,대전관저점,대전,대전 서구 관저동로 71(관저동) ,042-544-8808
902,부산학장점,부산,부산광역시 사상구 대동로 61(학장동),051-312-9955
903,영주가흥점,경북,경북 영주시 대동로 36(가흥동) 1동 2호,054-635-9001
904,부산경상대점,부산,부산 연제구 고분로 143번길 3,051-867-2346
905,대구호산점,대구,대구 달서구 호산동로35북길 26(호산동) ,053-591-4244
906,광주대점,광주,광주 남구 효덕로 280(진월동) ,062-671-0026
907,화성향남점,경기,경기 화성시 향남읍 행정중앙2로 33 ,031-352-5096
908,경산역점,경북,경북 경산시 중앙로 7,053-818-3777
909,전주서신점,전북,전북 전주시 완산구 유연로 278(중화산동2가) ,063-224-2220
910,대구교대점,대구,대구 남구 중앙대로 243(대명동) ,053-657-5228
911,연성점,경기,경기 시흥시 장곡로 31-1(장곡동) ,031-404-9291
912,전남광양읍점,전남,전남 광양시 광양읍 대림오성로 136,061-761-3800
913,광주화정점,광주,광주 서구 월드컵4강로 92,062-651-9282
914,청주성안점,충북,충북 청주시 상당구 상당로81번길 57,043-223-6767
915,(신)양산중부점,경남,경남 양산시 양산역1길 12 2층,055-372-2201
916,대구동구청점,대구,대구 동구 아양로39길 6(신암동) ,053-944-4242
917,울산일산점,울산,울산 동구 방어진순환도로 627(일산동) ,052-233-9666
918,우정점,울산,울산 중구 우정3길 4(우정동) ,052-246-5244
919,삼계점,경남,경남 김해시 가야로169번길 5 103호,055-311-9555
920,전남대점,광주,광주 북구 우치로 86(용봉동) ,062-251-0900
921,부산초량점,부산,"부산광역시 동구 초량중로 87(초량동,1층)",051-442-2348
922,부산벡스코점,부산,"부산광역시 해운대구 센텀2로 15 (우동,센텀브라이언빌딩 102-1호)",051-746-8123
923,울산장현점,울산,울산 중구 종가로 735(장현동) ,052-295-3339
924,행신역점,경기,경기 고양시 덕양구 충경로 52,031-973-1050
925,부천괴안점,경기,경기 부천시 범안로 55(괴안동) 홈타운프라자 102호,032-345-7982
926,동춘점,인천,인천 연수구 앵고개로264번길 40(동춘동) ,032-813-5279
927,옥현주공점,울산,울산광역시 남구 옥현로 46번길 5-2(무거동),052-277-0880
928,고신대점,부산,부산광역시 영도구 와치로 246(동삼동),051-405-7733
929,동주대점,부산,부산광역시 사하구 낙동대로 154(괴정동),051-204-2757
930,인천연수점,인천,인천 연수구 샘말로7번길 3(연수동) ,032-818-8255
931,만수2호점,인천,인천 남동구 만수서로83번길 26(만수동) ,032-462-9279
932,마두백마점,경기,경기도 고양시 일산동구 일산로249(마두동),031-908-9982
933,대구중앙로점,대구,대구광역시 중구 중앙대로 389(동성로3가),053-422-4243
934,문현점,부산,부산광역시 남구 수영로 21(문현동),051-632-5055
935,구서역점,부산,부산광역시 금정구 중앙대로 1841번길 29(구서동),051-517-9242
936,내포신도시점,충남,"충청남도 홍성군 홍북읍 충남대로 50 아르페온2차 109호, 110호",041-634-9280
937,영대병원점 ,대구,대구 남구 대명로 282(대명동) ,053-657-4242
938,부천역곡점,경기,경기 부천시 부일로 714 에스프러스 101호,032-345-7300
939,명동점,서울,서울 중구 명동8길 26(명동2가) ,02-777-6073
940,제천점,충북,충북 제천시 의림대로 112,043-653-8982
941,대전문화점,대전,대전 중구 문화로 212(문화동) ,042-584-4259
942,대구침산점,대구,대구 북구 침산남로 140(침산동) ,053-341-4478
943,구미역점,경북,경북 구미시 구미중앙로 100(원평동) 1층,054-444-2285
944,합성점,경남,경남 창원시 마산회원구 양덕북4길 11(합성동) 2층,055-293-8259
945,계산역점,인천,인천 계양구 경명대로 1083(계산동) ,032-543-1255
946,운정1호점,경기,경기도 파주시 와석순환로 133 형성프라자 1층 106호 ,031-945-6368
947,영광점,전남,전남 영광군 영광읍 중앙로 191-4,061-351-0894
948,동덕여대점,서울,서울 성북구 화랑로 13길 7,02-909-6638
949,부천역점,경기,"경기도 부천시 소사구 성주로 263(심곡본동,1층)",032-666-2925
950,울산송정점,울산,울산광역시 북구 화산중앙로 94-5(화봉동 1466),052-285-4226
951,원흥지구점,경기,경기도 고양시 덕양구 도래울 2로 3,031-962-1280
952,서동점,부산,부산 금정구 서동로 158-2(서동) ,051-523-5550
953,양정점,울산,울산 북구 염포로 581(양정동) ,052-288-9277
954,만촌점,대구,대구광역시 수성구 만촌동 854-34,053-742-1669
955,야탑1호점,경기,경기 성남시 분당구 벌말로40번길 3(야탑동) ,031-709-5353
956,한라대점,제주,제주시 한라대학로 76(노형동),064-747-9299
957,밀양삼문점,경남,경남 밀양시 미리벌중앙로1길 17(삼문동) ,055-354-2448
958,소명점,경기,경기 부천시 부흥로 461-1(소사동) ,032-351-0285
959,칠곡점,대구,대구 북구 학정로 429(동천동) 105동,053-313-9955
960,감천점,부산,부산광역시 사하구 감천로 41(감천동),051-293-9285
961,선암점,울산,울산 남구 두왕로190번길 55(선암동) ,052-257-5151
962,울산혁신도시점,울산,울산 중구 종가4길 19(유곡동) ,052-246-9244
963,천안터미널사거리점 ,충남,충남 천안시 동남구 만남로 50(신부동) 터미널프라자 101호,041-566-9277
964,오산공군기지점,경기,경기 평택시 신장동 298-19 (공군작전사령부내) 2층,031-669-4377
965,목원대점 ,대전,대전 서구 도안북로 107(도안동) 210호,042-825-8838
966,마장점,서울,서울 성동구 마장로 301(마장동) ,02-6160-8982
967,해남점 ,전남,전남 해남군 해남읍 구교2길 26,061-537-3382
968,율하중앙점,경남,경남 김해시 율하3로 41(율하동) ,055-323-2260
969,영월점 ,강원,강원도 영월군 영월읍 중앙로 69,033-375-9282
970,김제점 ,전북,전라북도 김제시 화동길 17,063-547-4909
971,부평구청점 ,인천,인천 부평구 길주남로 13-1(부평동) ,032-504-2244
972,밀양하남점,경남,경남 밀양시 하남읍 시동3길 7 ,055-391-1777
973,부산재송점,부산,부산광역시 해운대구 재반로 79(재송동),051-783-9797
974,재능대점,인천,인천 동구 새천년로38번길 11 동산휴먼시아 상가동 207호,032-764-5580
975,양주백석점,경기,경기 양주시 백석읍 호명로 84 ,031-873-0330
976,울주언양점,울산,울산 울주군 언양읍 읍성로 115 ,052-254-9987
977,구례점,전남,전남 구례군 구례읍 봉성로 53,061-781-5553
978,충장점,광주,광주 동구 충장로 80-9,062-227-3456
979,제주대점,제주,"제주특별자치도 제주시 제주대학로 115 (아라이동,1층)",064-726-9299
980,다대2호점,부산,부산광역시 사하구 다대낙조1길 5(다대동),051-263-0055
981,호평역점,경기,"경기도 남양주시 호평로 33,1층 177-1",031-591-8588
982,임학점,인천,인천 계양구 장제로 887(임학동) ,032-547-1233
983,용호점,부산,부산광역시 남구 용호로 158(용호동),051-612-5757
984,서울시립대점,서울,"서울 동대문구 전농로 222(전농동, 씨티빌라트) 1층",02-2245-9292
985,과기대점,서울,서울 노원구 공릉로 223(공릉동),02-978-8292
986,광안해변점,부산,"부산광역시 수영구 광안해변로 229,103(민락동)",051-755-9233
987,원주연세대점,강원,강원도 원주시 흥업면 연세대길1(연세대학교 학생회관,033-766-4974
988,원광대점,전북,전북 익산시 익산대로70길 39(신동) ,063-852-0125
989,인하대점,인천,인천 미추홀구 경인남길30번길 53,032-875-5542
990,한국외대글로벌점,경기,경기도 용인시 처인구 모현면 외대로 81 한국외대 3층,031-330-4944
991,수원대점,경기,"경기 화성시 봉담읍 와우안길 22, 2동",031-239-1009
992,문수로아이파크점,울산,울산 남구 봉월로28번길 19-1 협성휴포레 112호,052-960-9292
993,신포점,인천,인천 중구 개항로 28-3(신포동) ,032-765-5050
994,수성구청점,대구,대구 수성구 달구벌대로 2494 장미아파트상가 101호,053-742-4243
995,반여2호점 ,부산,부산 해운대구 재반로 215,051-784-2210
996,장산역점,부산,부산해운대구해운대로 814 세종월드프라자 145호,051-702-5003
997,대동사거리점,부산,부산 해운대구 좌동순환로 175(좌동) 대아프라자 107호,051-702-3336
998,수정점,부산,부산 동구 중앙대로371번길 23(수정동) ,051-441-7582
999,모라점,부산,부산 사상구 백양대로 916 우성아파트상가 117호,051-326-9982
1000,경복대점,경기,경기도 남양주시 진접읍 경복대로 434 1층,031-529-1553
1001,당감점,부산,부산 부산진구 당감로 53-2(당감동) ,051-894-8886
1002,고흥점,전남,전남 고흥군 고흥읍 고흥로 1800,061-832-3310
1003,전주대점,전북,전라북도 전주시 완산구 서원로 8 (효자동3가),063-225-3600
1004,지산점,대구,대구광역시 수성구 지범로 170,053-784-3645
1005,호남대점,광주,"광주 광산구 선운로5(선암동,2층202호)",062-942-3939
1006,당진기지시점,충남,충남 당진시 송악읍 기지시1길62(오문빌딩),041-353-9282
1007,김포사우점,경기,경기 김포시 사우중로 79(북변동) 1층 104호,031-985-8186
1008,대전보건대점,대전,대전 동구 우암로 324(가양동) ,042-622-3998
1009,창원신월점(신월사파점),경남,경남 창원시 의창구 신사로 41(신월동) ,055-264-0046
1010,유곡점,울산,울산광역시 중구 유곡동 평동1길 42,052-248-0815
1011,인천송도점,인천,인천 연수구 컨벤시아대로 69(송도동) 1층 124호,032-858-7595
1012,당진읍내점,충남,충남 당진시 당진중앙2로 117-36, 041-357-9277
1013,안면터미널점,충남,충남 태안군 안면읍 장터로 129,041-673-8895
1014,하단가락점,부산,부산 사하구 하신번영로 209(하단동) ,051-205-2223
1015,강릉포남점,강원,강원 강릉시 하평3길 40(포남동) ,033-653-8592
1016,중동역점,경기,경기 부천시 부일로 322(중동) ,032-613-3946
1017,칠곡석적점,경북,경북 칠곡군 석적읍 유학로 42-1,054-977-8230
1018,서천점,충남,충남 서천군 서천읍 서천로 139 ,041-953-9288
1019,함덕점,제주,제주시 조천읍 함덕로 38,064-783-9299
1020,안락점,부산,부산광역시 동래구 명장로 133-1(안락동),051-522-3666
1021,아이스퀘어점,경남,경남 김해시 김해대로 2342 c301-2호,055-903-7332
1022,율하관동점,경남,경상남도 김해시 율하3로91번길 14-17(관동동),055-325-6692
1023,울산대송점,울산,울산광역시 동구 학문로 71,052-234-2002
1024,신태화점,울산,울산 중구 태화로 194(태화동) ,052-244-9001
1025,신홍성터미널점,충남,충남 홍성군 홍성읍 조양로 247번길 9,041-631-9288
1026,만수3지구점,인천,인천 남동구 장승남로 41(만수동) ,032-466-8300
1027,신구미송정점,경북,경북 구미시 박정희로 599,054-444-2289
1028,대구율하광장점,대구,대구 동구 안심로22길 46(율하동) ,053-963-7005
1029,하양점,경북,경북 경산시 하양읍 하양로 47 ,053-216-6100
1030,이천점,경기,경기 이천시 어재연로37번길 4(창전동) ,031-637-2172
1031,화명롯데점,부산,부산 북구 금곡대로303번길 35(화명동) ,051-365-1566
1032,송우점,경기,경기도 포천시 소흘읍 솔모루로 30,031-544-8592
1033,대천해수욕장점,충남,충남 보령시 머드로 137(신흑동),041-933-9281
1034,다운점,울산,울산 중구 다운로 113(다운동) ,052-222-9400
1035,구미구평점,경북,경북 구미시 인동36길 9(구평동) ,054-472-2711
1036,경북대점,대구,대구 북구 대학로17길 5(산격동) ,053-944-5582
1037,김천평화점,경북,경북 김천시 김천로 75(평화동) ,054-437-9933
1038,당리점,부산,부산광역시 사하구 제석로 66(당리동),051-293-7666
1039,신송현점,대구,"대구광역시 달서구 월배로75길69(송현동,1층)",053-555-9953
1040,상인점,대구,대구 달서구 월곡로 261-1(상인동) ,053-635-1989
1041,배재대점,대전,대전 서구 도마로 2(도마동) ,042-538-2225
1042,청주대점,충북,충북 청주시 청원구 대성로288번길 59,043-223-3392
1043,순천호수공원점,전남,"전남 순천시 왕지2길 19-5(왕지동,2층)",061-725-4292
1044,창원봉림점,경남,경남 창원시 의창구 대봉로 24(봉림동) 애플타운 201호,055-288-4205
